full_path,file_summary,content_hash
/Users/serhanasad/Desktop/SF/pdd-gltanaka/.pdd/worktrees/change-issue-495/context/agentic_checkup_orchestrator_example.py,"The provided script demonstrates the usage of the `agentic_checkup_orchestrator` module, which is designed to perform a comprehensive checkup of a CRM application. It outlines a simulated workflow that consists of 10 steps, where the orchestrator identifies and resolves issues, writes tests, and ultimately creates a pull request (PR). The script includes mock implementations for internal functions to simulate the checkup process without actual LLM calls. Key steps include verifying project dependencies, ensuring successful builds, identifying orphan pages, and creating regression and integration tests. The main function orchestrates the simulation, showcasing helper functions and the overall workflow, while also handling potential import errors. The output of the simulation includes success status, messages detailing the checkup results, total cost, and the model used for the simulation.",6855fd29b1d0474a877d0eec215b98643a7c8d7e6468a3ad9b2d754c6a9f626a
/Users/serhanasad/Desktop/SF/pdd-gltanaka/.pdd/worktrees/change-issue-495/context/agentic_common_example.py,"The provided Python script demonstrates the use of the 'agentic_common' module to manage agentic tasks. It begins by setting up the project environment, ensuring the project root is included in the system path for importing necessary packages. The script defines a main function that outlines the steps to discover available agents (like Claude, Gemini, and Codex), run a task to create a Python file, and handle the results. The task involves generating a file named 'generated_math.py' that contains a function to calculate the factorial of a number, along with a main block to print the factorial of 5. The script checks for available agents and warns if none are detected. It also includes functionality to verify the successful creation of the file and prints its content. Additionally, the script demonstrates the use of step-specific timeouts for orchestrated workflows, allowing for more controlled execution of tasks. Overall, the script serves as a practical example of automating Python script generation using agentic capabilities.",5c2a5da7c0281a5277e775bda0e64e1de379f546b59eef359179052fafe7dea9
/Users/serhanasad/Desktop/SF/pdd-gltanaka/.pdd/worktrees/change-issue-495/context/agentic_crash_example.py,"The provided Python script sets up a testing environment to simulate a crash scenario for a factorial calculation program. It creates a directory containing a specification file, a buggy implementation of the factorial function, a runner script that triggers the crash, and a crash log. The script uses mocking to simulate the behavior of an agent that fixes the code without needing real API keys or external tools. It defines a main function that orchestrates the setup of these files and simulates the agentic task of fixing the code. The agent is mocked to return a success message indicating that the factorial logic has been implemented correctly. The subprocess is also mocked to simulate a successful execution of the program after the fix. Finally, the script prints a summary of the results, including whether the fix was successful, the model used, the cost of the operation, and the content of the updated code file. This setup is useful for testing and demonstrating how an agentic crash handler could work in practice.",4a79b152db522063ccf099eca0419b419a656f168839d197f85781ae4fe1b5f6
/Users/serhanasad/Desktop/SF/pdd-gltanaka/.pdd/worktrees/change-issue-495/context/agentic_e2e_fix_example.py,"The provided script demonstrates the usage of the `agentic_e2e_fix` module, which facilitates an end-to-end fix process for GitHub issues. It outlines how to invoke the `run_agentic_e2e_fix` function, which serves as the main entry point for the workflow. The script includes functionality for both local and remote execution, automatically detecting the worktree when run on the same machine as the `pdd bug` command, and handling branch detection when executed on a different machine. The main function illustrates the process of running the fix workflow with parameters such as timeout adjustments, maximum cycles, and options for resuming from a saved state. It also includes safety checks to prevent execution on the wrong branch unless overridden by a force option. The script concludes by handling the results of the fix process, providing feedback on success or failure, including details on costs incurred and any issues encountered, such as branch mismatches or invalid URLs.",9d78fd50a5bd3510f4a13caf19214e3d0e07f6149e59e666d35e6c2d0e0f4b1d
/Users/serhanasad/Desktop/SF/pdd-gltanaka/.pdd/worktrees/change-issue-495/context/agentic_e2e_fix_orchestrator_example.py,"The provided script demonstrates the usage of the `agentic_e2e_fix_orchestrator` module, which is designed to simulate an end-to-end (e2e) fix workflow for a software issue related to payment processing. The script outlines a scenario where e2e tests fail due to a bug in the payment processing module. It includes mock implementations of internal functions to simulate the behavior of the orchestrator without making actual calls to a language model (LLM) or requiring a real GitHub issue. The script walks through a 9-step process that includes running unit tests, identifying root causes, applying fixes, and verifying the results. Each step is represented by a mock function that returns simulated outputs, allowing for a comprehensive demonstration of the orchestrator's functionality. The main function initializes issue data, patches the necessary dependencies, and executes the orchestrator, ultimately printing the success status, final message, total cost, model used, and any changed files. This simulation serves as a practical example of how the orchestrator can be utilized in a real-world scenario.",e5e9f717c1241b192b4594ad98233fd79f17af654f02e49cf80de7a8017e5161
/Users/serhanasad/Desktop/SF/pdd-gltanaka/.pdd/worktrees/change-issue-495/context/agentic_fix_example.py,"The provided Python script demonstrates a workflow for fixing a buggy function using an agentic fix approach. It defines a faulty `add` function that incorrectly subtracts instead of adding two numbers. The script includes a test suite to validate the function's correctness, which fails due to the bug. A prompt is created to guide an AI agent in fixing the code. The `setup_scenario` function prepares a temporary directory containing the buggy code, test cases, and a prompt, while also generating an error log by running the tests. The script checks for available AI agents before proceeding. The main function orchestrates the entire process, invoking the `run_agentic_fix` function to apply the fix and report the results, including success status, model used, estimated cost, and any changed files. Finally, it cleans up the temporary directory used during the process. This script serves as a practical example of integrating AI to assist in debugging and code correction.",bb345abe8e84836b3cd88f78649d0fe0441aaf42584d6d6a89a24df7a6aefae2
/Users/serhanasad/Desktop/SF/pdd-gltanaka/.pdd/worktrees/change-issue-495/context/agentic_langtest_example.py,"The provided Python script, located in 'pdd/agentic_langtest.py', defines a set of functions aimed at facilitating the testing of projects in various programming languages, including Python, JavaScript, and Java. Key functions include '_which' for checking command-line tool availability, '_find_project_root' for locating the project's root directory by searching for common marker files, and 'default_verify_cmd_for' which generates a shell command to run tests based on the specified language and test file. Additionally, the 'missing_tool_hints' function identifies any missing dependencies required for running tests and provides installation instructions. The script also includes an example usage in 'example.py', demonstrating how to set up mock JavaScript and Python projects, generate verification commands, and check for missing tools. The output is formatted using the 'rich' library for better readability in the console. Overall, the script serves as a utility for developers to streamline the process of running tests across different programming environments.",dbc5c87dc1b75d3299dbfb67b17df1838f9ba2c9bdb457097df0832cea112c3f
/Users/serhanasad/Desktop/SF/pdd-gltanaka/.pdd/worktrees/change-issue-495/context/agentic_sync_example.py,"The provided Python script demonstrates the use of the `run_agentic_sync` function for synchronizing multiple modules based on GitHub issues. It begins by importing necessary modules and setting up the project path. The script includes a main function that showcases the workflow of detecting GitHub issue URLs, parsing responses from a language model (LLM), and executing a synchronization process with mocked dependencies. Key functionalities include URL detection, LLM response parsing, and a full workflow simulation using mock objects to simulate interactions with GitHub's API and architecture files. The script asserts the correctness of URL detection and prints the modules to sync and the validity of dependencies. It also mocks the GitHub API response and architecture data, allowing for a controlled testing environment. Finally, the script executes the synchronization process and outputs a summary of the results, including success status, model used, total cost, and a message indicating the outcome of the synchronization. This example serves as a practical guide for implementing automated module synchronization in a software development context.",3875b93743f7ac67c7cc2146d9298ee7d3d2a684dfe912cdb02c77689ca3e440
/Users/serhanasad/Desktop/SF/pdd-gltanaka/.pdd/worktrees/change-issue-495/context/agentic_sync_runner_example.py,"The provided code demonstrates the use of the AsyncSyncRunner for managing parallel module synchronization in a Python project. It begins by importing necessary modules and setting up the project path. The main function illustrates how to build a dependency graph from a hypothetical architecture.json file, track module states, and format durations for output. The example includes a mock setup for subprocess calls to simulate the execution of modules with defined dependencies, such as 'db_schema', 'models', 'api_orders', and 'api_users'. The AsyncSyncRunner is initialized with synchronization options and GitHub integration for live updates. The mock synchronization function simulates the success of module executions and calculates their costs. After running the AsyncSyncRunner, the code prints the success status, total cost, and individual module states. Additionally, it previews a GitHub comment body that summarizes the execution results. Overall, the code serves as a practical example of how to implement asynchronous synchronization in a modular architecture.",d3ee36e70800ab94feff4e76c2173c0ab7ddd8477829a7de06dd4ff62d6149a9
/Users/serhanasad/Desktop/SF/pdd-gltanaka/.pdd/worktrees/change-issue-495/context/agentic_test_example.py,"The provided Python script demonstrates the use of the `run_agentic_test` function for generating tests based on a GitHub issue. It begins by importing necessary modules and setting up the project path. The `main` function simulates a workflow for a mocked GitHub issue, specifically an issue related to fixing a login bug. The script uses the `unittest.mock` library to patch various functions to avoid actual API calls, allowing for a controlled test environment. It mocks the issue data, including the title, user, body, and labels, as well as the repository context. The `run_agentic_test` function is then called with the mocked issue URL, and the results are printed, including success status, model used, cost of the operation, and any changed files. The output indicates that tests were generated successfully and a pull request was created, linking it to the original issue. This script serves as an example of how to automate test generation in response to GitHub issues, showcasing the integration of testing workflows with version control systems.",1d8b490a2b0ff53a8b786c6c95faeecc4efd0becf837b35273508bae19fac3ab
/Users/serhanasad/Desktop/SF/pdd-gltanaka/.pdd/worktrees/change-issue-495/context/agentic_test_orchestrator_example.py,"The provided script demonstrates the usage of the `agentic_test_orchestrator` module, which is designed to automate the generation of UI tests for a login page based on a GitHub issue request. It outlines a 9-step process that includes checking for duplicate requests, reviewing documentation, analyzing requirements, detecting the frontend type, creating a test plan, generating tests, executing them, fixing any failures, and finally submitting a pull request. The script uses mock functions to simulate the behavior of internal dependencies, allowing for a complete workflow demonstration without actual LLM calls. The mock implementations provide detailed outputs for each step, showcasing the expected results of the UI test generation process, including the creation of test files, execution results, and the final PR creation. The main function orchestrates the simulation, providing a structured approach to generating and validating UI tests while ensuring that all necessary steps are followed.",3551a350a211d81d0c4f109fa102428bdfd9bb7c76b1ad09375a6479a3bf573e
/Users/serhanasad/Desktop/SF/pdd-gltanaka/.pdd/worktrees/change-issue-495/context/agentic_update_example.py,"The provided Python script demonstrates how to use the `run_agentic_update` function to update a prompt file based on changes in a corresponding code file. It begins by setting up the environment, including adding the project root to the system path for importing necessary packages. The script creates a local output directory and generates three files: an outdated prompt file, a code file with an added 'subtract' function, and a test file that verifies both the 'add' and 'subtract' functions. The main functionality revolves around running the agentic update, which aims to modify the prompt file to reflect the current state of the code. The script logs the success of the update, the cost incurred, the model used for the update, and any files that were changed. Finally, it verifies whether the prompt file was successfully updated and prints the new content if the update was successful. This utility is particularly useful in scenarios where code evolves, and corresponding documentation or prompts need to be kept in sync.",019bc86f2c262b279dd0c7ad89223fbbc3ffd9d5229ae06ccbd07ef1c954d26c
/Users/serhanasad/Desktop/SF/pdd-gltanaka/.pdd/worktrees/change-issue-495/context/agentic_verify_example.py,"The provided script is a Python program that sets up an environment for verifying a simple calculator function. It begins by ensuring the necessary paths are set for importing a package called 'pdd'. The script defines a function to create dummy files: a specification for the calculator, an initially incorrect implementation of an addition function, a driver script to test the function, and a log file to record previous verification attempts. A mock function simulates the behavior of an agentic tool that identifies and fixes a bug in the calculator code, changing the operation from subtraction to addition. The main execution function orchestrates the setup of these files and runs the verification process, using mocked dependencies to simulate the agent's behavior without requiring actual external tools. Finally, it prints the results of the verification, including whether it was successful, the model used, the cost of the operation, and the content of the modified calculator file.",24022f00007d707a593280b1dd2151e05c33680a65a67aaf034243cac5a9bf6c
/Users/serhanasad/Desktop/SF/pdd-gltanaka/.pdd/worktrees/change-issue-495/context/anthropic_counter_example.py,"The provided code snippet demonstrates how to use the Anthropic client to count the number of tokens in a given text string. It begins by importing the anthropic library and initializing the Anthropic client. The sample text to be analyzed is defined as ""Sample text"". The code includes a comment indicating that the token counting method may not be accurate for models version 3.0 and above. Finally, it calls the count_tokens method on the client with the sample text and prints the total number of tokens counted. This snippet serves as a basic example for developers looking to integrate token counting functionality into their applications using the Anthropic API.",50d2554102428b7961b67ea6a5161d7c1099a9f4f5090e9eb124181a6e5d90ff
/Users/serhanasad/Desktop/SF/pdd-gltanaka/.pdd/worktrees/change-issue-495/context/anthropic_thinking_test.py,"The provided script is a Python program designed to interact with the LiteLLM API for generating responses using specified language models. It begins by importing necessary libraries and setting up the project environment, including loading environment variables from a '.env' file. The script checks for the presence of an API key required for authentication with the Anthropic API, issuing warnings if the key is missing. The main functionality involves preparing a call to the LiteLLM API, where it defines a user message asking for an explanation of recursion in programming. The script configures parameters for the API call, including the model to use, message content, and output limits. It attempts to execute the API call and handles potential errors, such as unsupported parameters or unexpected exceptions. Upon a successful call, it checks for additional reasoning content in the response, which may provide insights into the model's thought process. The script is structured to provide informative logging throughout its execution, aiding in debugging and understanding the flow of operations.",a442745e51983bb051292e5f260efdadc57d046504e50a7194af8e1872ce0c84
/Users/serhanasad/Desktop/SF/pdd-gltanaka/.pdd/worktrees/change-issue-495/context/anthropic_tool_example.py,"The provided code snippet demonstrates the use of the Anthropics API to create a client that interacts with a language model named 'claude-3-7-sonnet-20250219'. The code initializes the client and sends a message to the model, where the user requests assistance in fixing a syntax error in a file named 'patent.md'. The message is structured with a role indicating the user and includes the content of the request. The API call specifies a maximum token limit of 1024 and includes a tool for text editing, specifically a 'str_replace_editor'. Finally, the response from the model is printed out, which presumably contains the suggested fix for the syntax error. This code illustrates a practical application of AI in debugging and improving code or text files.",6afb1637b9c794cad39f12d72969c50029b9e5cac80175cb3cc65666ce89e9e1
/Users/serhanasad/Desktop/SF/pdd-gltanaka/.pdd/worktrees/change-issue-495/context/api_key_scanner_example.py,"The provided Python script demonstrates the use of the `api_key_scanner` module to identify API key variable names from a user's configuration file located at `~/.pdd/llm_model.csv`. It begins by importing necessary modules and adjusting the system path to include the project root. The main function orchestrates the scanning process, which involves retrieving provider key names and scanning various sources such as the shell environment, `.env` files, and other configuration files. The script reports the existence of these keys without revealing their actual values. If no models are configured, it prompts the user to set them up. The results of the scan are displayed, indicating whether each key was found and its source. Finally, it summarizes the findings by counting the number of keys found versus those missing. This script is useful for developers to ensure that their API keys are correctly set up in their environment.",4b9f880a30445f25edffc394857ae0c218097726c41ab996a03fcbc4350b5482
/Users/serhanasad/Desktop/SF/pdd-gltanaka/.pdd/worktrees/change-issue-495/context/architecture_sync_example.py,"The provided code demonstrates the usage of the `architecture_sync` module for managing bidirectional synchronization between architecture files and prompt files using PDD (Prompt Design Document) metadata tags. It includes several example functions that illustrate how to parse PDD tags from prompt content, update architecture files based on prompt tags, sync multiple prompts to an architecture file, and validate dependencies and interface structures. The examples cover various scenarios such as checking for existing tags, generating tags from architecture entries, and performing a complete workflow to inject tags into new prompts. Each function is designed to handle specific tasks related to PDD metadata, ensuring that the architecture remains consistent with the prompt definitions. The code also includes error handling and validation checks to ensure the integrity of the data being processed.",95624e3241bf1d837528b897cf8014c0946c8b65bca2c174f3bd5cc54c7ee3ff
/Users/serhanasad/Desktop/SF/pdd-gltanaka/.pdd/worktrees/change-issue-495/context/auth_service_example.py,"The provided code is a Python module for handling authentication in a command-line interface (CLI) using the `pdd.auth_service`. It includes functions for checking the authentication status, managing JWT tokens, and handling refresh tokens stored in a keyring. Key functionalities include verifying the validity of JWT tokens, clearing tokens for logout, and retrieving the current authentication state. The module defines constants for token storage locations and provides detailed docstrings for each function, explaining their purpose and return values. Example usage is illustrated for commands like checking authentication status, logging out, and obtaining cached JWT tokens for API calls. The code also includes an asynchronous function for deep verification of authentication, which attempts to refresh the token if it has expired. Overall, this module serves as a comprehensive utility for managing user authentication in a secure and efficient manner.",9dc49bee224f626f94777a252ef3571d6d313feaf1262fae3a795b7a5d0d2c7c
/Users/serhanasad/Desktop/SF/pdd-gltanaka/.pdd/worktrees/change-issue-495/context/auto_deps_main_example.py,"The provided code is a Python script that utilizes the Click library to create a command-line interface for analyzing dependencies in Python files. The script defines a command called 'auto-deps' with several options, including flags for forcing file overwrites and suppressing output messages, as well as parameters for dependency analysis such as 'strength' and 'temperature'. It also allows users to specify paths for input prompt files, directories containing potential dependency files, and output locations for modified prompt files. The main function initializes the Click context with the provided command-line options and calls the 'auto_deps_main' function to process the prompt file and analyze dependencies. The results, including the modified prompt, total cost, and model name used, are printed to the console. Error handling is included to manage exceptions that may arise during execution. Overall, this script is designed to facilitate automated dependency analysis in Python projects.",099fb138baed69b975f9cc571ad4855905e13f9ef5a855ac223815fc0de95c1c
/Users/serhanasad/Desktop/SF/pdd-gltanaka/.pdd/worktrees/change-issue-495/context/auto_include_example.py,"The provided Python script demonstrates the use of the 'auto_include' function to generate unit tests from code files. It begins by importing necessary libraries such as 'os', 'pandas', and type annotations from 'typing'. The main function reads a CSV file containing project dependencies and defines an input prompt for generating unit tests using a language model. The script outlines a series of steps for processing the prompt, including loading a specific prompt file, preprocessing the input, and utilizing Langchain to create a template for the test generator. It details how to invoke the model, track token usage, and calculate costs associated with the generation process. The script also includes mechanisms to detect incomplete outputs and continue generation if necessary. Finally, it prints the generated dependencies, CSV output, total cost of the operation, and the name of the model used. This script serves as a practical example of automating unit test generation in Python projects.",2bae7ee830c9bcf7f5c45ce639a6b49337c0d55294fd91b51cd0717dcde11c78
/Users/serhanasad/Desktop/SF/pdd-gltanaka/.pdd/worktrees/change-issue-495/context/auto_update_example.py,"The provided code demonstrates the usage of the `auto_update` function from the `pdd.auto_update` module. The main function outlines the steps taken by `auto_update`, which include checking the currently installed version of a package, comparing it with the latest version available from PyPI or a specified version, and prompting the user to upgrade if a newer version is found. If the user agrees, the function will execute the upgrade using pip. The code includes examples of how to use `auto_update` for different scenarios: checking for updates for the 'pdd' package, checking updates for the 'requests' package, and checking against a specific version for the 'pandas' package. The script is designed to run as a standalone program, executing the `main` function when invoked.",4fc8ab0da96c0e8abe793d195dbc64b6b9771631be818eecde059769e5914fc9
/Users/serhanasad/Desktop/SF/pdd-gltanaka/.pdd/worktrees/change-issue-495/context/autotokenizer_example.py,"The provided code snippet demonstrates how to count the number of tokens in a given text using the Hugging Face Transformers library. It imports the AutoTokenizer class and defines a function, count_tokens, which takes a text string and an optional model name as parameters. The function initializes the tokenizer for the specified model, tokenizes the input text, and returns the count of tokens by accessing the 'input_ids' from the tokenized output. An example usage of the function is included, where a sample text asking for a quick sort algorithm in Python is tokenized, and the resulting token count is printed. This code is useful for understanding how text is processed in natural language processing tasks, particularly in the context of transformer models.",5e37a08f8ffede0d105cf1d5096f895f0a1a87663010e7b29c942d160c24883d
/Users/serhanasad/Desktop/SF/pdd-gltanaka/.pdd/worktrees/change-issue-495/context/bug_main_example.py,"The provided Python script demonstrates how to use the 'bug_main' function from the 'pdd' library to generate unit tests based on the observed and desired outputs of a program. It begins by setting up a Click context with options for file handling and model parameters. The script creates an output directory and writes example prompt, code, and program files that define a function to sum even numbers from a list. It also includes current and desired outputs, highlighting a bug in the current implementation that fails to handle empty lists correctly. The 'bug_main' function is then called to generate a unit test, and the results, including the generated test, total cost, and model used, are printed using the 'rich' library for formatted output. This script serves as a practical example of automating unit test generation in Python, showcasing how to handle file operations, define functions, and utilize external libraries for enhanced functionality.",662ecde39d05a5345533c4ae74c6b1031f016916ec2ff4764d34a26f7ec26172
/Users/serhanasad/Desktop/SF/pdd-gltanaka/.pdd/worktrees/change-issue-495/context/bug_to_unit_test_example.py,"The provided Python script demonstrates the usage of a function called `bug_to_unit_test`, which is designed to generate unit tests based on a given current output and desired output. The script imports necessary modules, including `os` and `Console` from the `rich` library for enhanced console output. It defines a `main` function that sets up input parameters, including a current output and a desired output, both of which contain debug information in JSON format. The script attempts to read prompt and code files, which are used to generate the unit test. It specifies parameters such as the strength and temperature for the language model. The `bug_to_unit_test` function is called within a try-except block to handle potential errors, and the results, including the generated unit test, total cost, and model used, are printed to the console. If an error occurs, it is caught and displayed in red. The script is structured to be executed as a standalone program.",ab1d665923937f6599f78c0cac82f5d7c04a7afa092e7767d67e417e067a8817
/Users/serhanasad/Desktop/SF/pdd-gltanaka/.pdd/worktrees/change-issue-495/context/bug_to_unit_test_failure_example.py,"The provided code snippet defines a simple function named 'add' that takes two parameters, 'x' and 'y'. However, instead of performing addition, the function incorrectly implements subtraction by returning the result of 'x - y'. This is a common mistake in programming where the function name does not align with its functionality. To correct this, the return statement should be modified to 'return x + y' to accurately reflect the intended operation of adding the two input values. Overall, the snippet serves as a basic example of function definition in Python, highlighting the importance of ensuring that function names and their implementations are consistent.",278742918a1e8806c703370429db53a4c178825af16be11405374a161e1d0198
/Users/serhanasad/Desktop/SF/pdd-gltanaka/.pdd/worktrees/change-issue-495/context/change/1/change.prompt,"The file contains a brief instruction regarding the use of a specific tool for counting tokens in a prompt. It suggests utilizing 'token_counter' from 'llm_selector' as a replacement for 'tiktoken'. This implies a shift in methodology or preference for token counting, possibly due to performance, accuracy, or compatibility reasons. The instruction is straightforward and focuses on improving the process of token counting in the context of language model prompts.",c020c75bbee108543aa8569af733d5aee35329ca7c4947d59aa3ed9f3f91c86f
